0.81541735,('moth', 'moths')
0.09505395,('bitchiness', 'moths')
0.094972454,('rentboy', 'hogwash')
0.09496043,('john', 'moths')
0.09491215,('cattle', 'courtesan')
0.09470442,('tart', 'concubines')
0.09458636,('concubinage', 'guff')
0.09443812,('moth', 'bitch')
0.09399281,('moth', 'sluts')
0.09398276,('paramour', 'rats')
0.09391933,('mongering', 'oxen')
0.0938662,('cow', 'moll')
0.09360993,('rentboy', 'moth')
0.09356417,('rats', 'hooker')
0.093428485,('paramour', 'cattle')
0.09298151,('meretricious', 'bunk')
0.09293346,('courtesans', 'hogwash')
0.09290392,('rats', 'buncombe')
0.09282235,('jade', 'hustler')
0.092330515,('punter', 'oxen')
0.091976546,('hogwash', 'cocotte')
0.091889255,('moth', 'slutty')
0.0918618,('mistress', 'kine')
0.091488,('beyotch', 'prostitutes')
0.09129571,('prostitute', 'bunk')
0.09083793,('sluttiness', 'cows')
0.090780385,('sluttish', 'moths')
0.090302095,('bitch', 'oxen')
0.09009409,('jade', 'moll')
0.090080835,('rats', 'mistress')
0.08991538,('moth', 'sonofabitch')
0.08985848,('moth', 'whoring')
0.08982796,('cunt', 'moths')
0.08971321,('hooking', 'sonofabitch')
0.0896724,('oxen', 'whore')
0.08961601,('guff', 'concubine')
0.08958307,('glowworm', 'hogwash')
0.08945373,('hustler', 'courtiers')
0.08941289,('rats', 'moll')
0.08928258,('prositution', 'hoe')
0.08898526,('mole', 'sluts')
0.08882735,('cattle', 'sluts')
0.08878236,('prostitutes', 'punter')
0.088252515,('punter', 'moths')
0.0882162,('hooker', 'slag')
0.0881295,('whored', 'cows')
0.087987155,('rats', 'hogwash')
0.08794323,('rats', 'concubine')
0.087898515,('whoremongers', 'jade')
0.087763615,('rat', 'prostitution')
0.08770735,('guff', 'cocotte')
0.0876283,('streetwalker', 'cattle')
0.08756594,('guff', 'glowworm')
0.08750453,('cows', 'vixen')
0.08738095,('glowworm', 'sluts')
0.08700664,('hooking', 'concubine')
0.08690973,('floozy', 'moths')
0.08685865,('concubinage', 'hoe')
0.086728044,('rentboy', 'punter')
0.08670357,('hoe', 'sluts')
0.086698726,('prostitute', 'hogwash')
0.08640016,('mongering', 'concubines')
0.08634968,('meretricious', 'oxen')
0.08624259,('jade', 'rot')
0.08582057,('moth', 'oxen')
0.08565045,('concubinage', 'tart')
0.08539361,('concubinage', 'glowworm')
0.085305385,('rats', 'whored')
0.08484514,('cows', 'bitchiness')
0.08461987,('jade', 'streetwalking')
0.08452755,('rat', 'courtiers')
0.08449225,('glowworm', 'socialite')
0.08410538,('hooking', 'adulteress')
0.084101915,('prostitutes', 'mongering')
0.083940476,('kine', 'socialite')
0.08387464,('jade', 'whoring')
0.083765164,('sluttiness', 'cattle')
0.08362377,('tart', 'punter')
0.083393015,('concubinage', 'cow')
0.08335685,('mistress', 'cattle')
0.08325077,('hooking', 'harlotry')
0.08312392,('rot', 'socialites')
0.0831062,('punter', 'slatternly')
0.08292856,('paramour', 'oxen')
0.08290129,('hoe', 'bitchiness')
0.08287425,('punter', 'cocotte')
0.082821585,('cow', 'slag')
0.0827938,('prostitutes', 'hoe')
0.08264771,('jade', 'sonofabitch')
0.08259304,('moth', 'moll')
0.08247148,('concubines', 'rot')
0.08239183,('cunt', 'oxen')
0.08233604,('prostitutes', 'hogwash')
0.08231856,('rats', 'mongering')
0.082046695,('hooker', 'buncombe')
0.08187998,('rats', 'socialite')
0.081233904,('strumpet', 'oxen')
0.08054206,('prostitution', 'hoe')
0.08054023,('whoremongers', 'moths')
0.080086984,('moth', 'concubines')
0.080077805,('prostitution', 'cow')
0.08005156,('bitchiness', 'cattle')
0.07982451,('mongering', 'slag')
0.07976802,('courtier', 'hogwash')
0.07913362,('moths', 'concubine')
0.07902723,('punter', 'hellcat')
0.0789752,('punter', 'bitchiness')
0.07883447,('prostitute', 'rot')
0.078651726,('punter', 'harlot')
0.07858237,('mole', 'jade')
0.07841266,('rats', 'courtier')
0.07830393,('rot', 'socialite')
0.077803046,('mistress', 'hoe')
0.07754472,('streetwalking', 'oxen')
0.07753585,('cows', 'hooker')
0.07751305,('sluttish', 'hoe')
0.07742252,('moth', 'hookers')
0.07738764,('cattle', 'buncombe')
0.07719114,('punter', 'streetwalker')
0.07718821,('rats', 'hustler')
0.07718608,('hogwash', 'socialites')
0.07718232,('socialite', 'hogwash')
0.07700325,('strumpet', 'cows')
0.076948196,('cow', 'bunk')
0.076910526,('moths', 'slut')
0.07667454,('moth', 'punter')
0.07667157,('streetwalker', 'bunk')
0.07656798,('prostitute', 'mongering')
0.07649968,('cattle', 'courtesans')
0.07644442,('slutting', 'oxen')
0.076343864,('hustler', 'cattle')
0.07608389,('moth', 'hoe')
0.07602967,('concubinage', 'slag')
0.07593685,('streetwalking', 'cattle')
0.075565815,('cows', 'manwhore')
0.07539431,('sluttish', 'cattle')
0.075224005,('rat', 'punter')
0.075209096,('concubinage', 'cows')
0.075167276,('prostitution', 'oxen')
0.07482997,('moths', 'bunk')
0.074626625,('hooking', 'glowworm')
0.074614786,('rentboy', 'rot')
0.07447259,('beyotch', 'prostitution')
0.07432185,('mole', 'hogwash')
0.07421183,('cows', 'slag')
0.07403323,('socialites', 'oxen')
0.074003346,('whoredom', 'oxen')
0.07384066,('rats', 'hoe')
0.073649906,('hooker', 'cattle')
0.07355123,('punter', 'concubine')
0.07330331,('prositution', 'cattle')
0.07305032,('whoring', 'moths')
0.07300007,('hooking', 'cocotte')
0.07294141,('whoremongers', 'punter')
0.07287532,('punter', 'glowworm')
0.072556004,('cattle', 'bunkum')
0.07225347,('sluttish', 'moth')
0.07218916,('moth', 'courtiers')
0.071817875,('moths', 'manwhore')
0.071773425,('rats', 'guff')
0.07168022,('tart', 'cows')
0.07158596,('cows', 'slutty')
0.07148731,('moths', 'whore')
0.07138598,('punter', 'sluttiness')
0.071206465,('streetwalker', 'oxen')
0.07120354,('prositution', 'slag')
0.07085917,('moths', 'hogwash')
0.07013324,('punter', 'hoe')
0.070052594,('slag', 'courtiers')
0.069859,('rentboy', 'jade')
0.069799244,('john', 'punter')
0.069673814,('whores', 'moths')
0.069537885,('streetwalking', 'bunkum')
0.06938119,('tart', 'bunk')
0.06934122,('harlot', 'cattle')
0.06922089,('hooking', 'odalisque')
0.06890778,('whoring', 'cattle')
0.06817951,('moll', 'bunk')
0.068131395,('punter', 'bunk')
0.0681207,('courtesans', 'bunk')
0.06806035,('prostitution', 'courtier')
0.06801114,('moth', 'prostitution')
0.06723384,('punter', 'harlotry')
0.06720296,('mistress', 'hogwash')
0.06719961,('rentboy', 'moths')
0.06650205,('slag', 'cattle')
0.06639433,('hooker', 'hogwash')
0.066318125,('hooking', 'tart')
0.06623461,('hogwash', 'oxen')
0.066086955,('john', 'cows')
0.065885805,('paramour', 'jade')
0.06505842,('courtier', 'slag')
0.06497198,('prostitutes', 'guff')
0.06477648,('cattle', 'slut')
0.06430363,('punter', 'vixen')
0.06428514,('floozy', 'cows')
0.064029396,('cow', 'hooker')
0.06377054,('cows', 'courtier')
0.0634143,('hussy', 'cattle')
0.06333301,('hoe', 'bunkum')
0.06301883,('punter', 'rot')
0.062749796,('tart', 'prositution')
0.06270042,('cattle', 'bunk')
0.06226752,('hooking', 'courtesan')
0.062251445,('trollop', 'oxen')
0.061961733,('floozy', 'cattle')
0.061760858,('hogwash', 'odalisque')
0.06110379,('beyotch', 'moths')
0.061062325,('cows', 'socialite')
0.061030746,('streetwalking', 'hogwash')
0.06075531,('whored', 'punter')
0.060654778,('whoring', 'oxen')
0.06025963,('slag', 'courtesans')
0.05957158,('hookers', 'cattle')
0.05945136,('socialites', 'bunk')
0.05927216,('paramour', 'hoe')
0.059237245,('rats', 'tart')
0.059021123,('whores', 'cattle')
0.058408845,('mongering', 'socialite')
0.05835,('courtier', 'rot')
0.058332015,('mole', 'mongering')
0.05820983,('rentboy', 'oxen')
0.058199763,('hogwash', 'vixen')
0.05816084,('punter', 'courtiers')
0.057974648,('prostitutes', 'cocotte')
0.05778938,('tart', 'oxen')
0.057352297,('rot', 'oxen')
0.056697067,('hoe', 'socialite')
0.05638659,('moth', 'hogwash')
0.056216173,('cattle', 'odalisque')
0.05607648,('slag', 'oxen')
0.055719428,('punter', 'slattern')
0.055476226,('punter', 'prositution')
0.05536149,('hooking', 'courtier')
0.055068567,('bitchiness', 'oxen')
0.055023916,('rats', 'adulteress')
0.054962065,('mistress', 'guff')
0.054784235,('vixen', 'bunk')
0.054478142,('rot', 'odalisque')
0.05434534,('sluttiness', 'oxen')
0.054240525,('punter', 'courtesans')
0.054087937,('concubinage', 'moths')
0.053974792,('meretricious', 'hoe')
0.05307439,('hooking', 'rot')
0.052002367,('trollop', 'cattle')
0.05172236,('punter', 'slutty')
0.05171505,('streetwalking', 'slag')
0.051371295,('mole', 'concubines')
0.050661165,('streetwalker', 'rot')
0.05053572,('jade', 'punter')
0.05027539,('rot', 'courtiers')
0.050248962,('moth', 'hustler')
0.05013057,('paramour', 'hogwash')
0.050004955,('moll', 'hogwash')
0.049798694,('cattle', 'cocotte')
0.049126968,('hustler', 'oxen')
0.04905465,('concubinage', 'cattle')
0.048920076,('whored', 'cattle')
0.048714932,('moth', 'bunk')
0.048603225,('punter', 'guff')
0.04854388,('concubinage', 'punter')
0.04834142,('sluttish', 'punter')
0.048162356,('mongering', 'cows')
0.048144512,('punter', 'harlots')
0.048013687,('cattle', 'courtiers')
0.047619212,('jade', 'hogwash')
0.047434308,('moth', 'hooker')
0.047346897,('hooker', 'oxen')
0.04720982,('adulteress', 'moths')
0.04633025,('john', 'cattle')
0.04532146,('bitch', 'moths')
0.045172084,('hustler', 'cows')
0.044761095,('punter', 'moll')
0.04472447,('rot', 'courtesan')
0.044273224,('prostitution', 'bunkum')
0.04405909,('hooking', 'courtiers')
0.04363746,('slutty', 'oxen')
0.043505467,('moths', 'moll')
0.043413922,('cows', 'socialites')
0.043261472,('hooking', 'punter')
0.04322258,('cow', 'socialites')
0.042990025,('punter', 'odalisque')
0.04298321,('tart', 'prostitution')
0.042920608,('hustler', 'slag')
0.042750698,('punter', 'socialites')
0.04248494,('meretricious', 'cows')
0.0424062,('mole', 'hooking')
0.04225238,('whoredom', 'cows')
0.042172797,('cattle', 'socialite')
0.041910768,('cattle', 'manwhore')
0.041256644,('rentboy', 'cows')
0.04123322,('punter', 'hogwash')
0.041076947,('punter', 'bunkum')
0.040147264,('courtesan', 'bunk')
0.040049557,('cattle', 'whore')
0.035900883,('moths', 'sonofabitch')
0.03560995,('rot', 'vixen')
0.035307772,('hogwash', 'concubine')
0.035206128,('rats', 'jade')
0.035190422,('jade', 'guff')
0.034427933,('whoremongers', 'moth')
0.034360103,('jade', 'mongering')
0.033426978,('mole', 'prostitution')
0.03338078,('mole', 'concubinage')
0.032608677,('punter', 'harpy')
0.03157341,('whores', 'punter')
0.03102931,('whoredom', 'cattle')
0.030768411,('hoe', 'courtesan')
0.030075131,('mongering', 'cattle')
0.029393079,('mole', 'oxen')
0.029306103,('moth', 'whores')
0.02925618,('cattle', 'harpy')
0.028143568,('mistress', 'rot')
0.027978476,('hooking', 'hogwash')
0.027916892,('punter', 'adulteress')
0.027317254,('hooking', 'meretricious')
0.026982076,('paramour', 'rot')
0.025718773,('prostitution', 'sonofabitch')
0.02517375,('prostitution', 'guff')
0.023812514,('cattle', 'socialites')
0.023753284,('prostitution', 'slag')
0.023144012,('prostitutes', 'tart')
0.023105072,('cattle', 'vixen')
0.021667454,('socialite', 'bunk')
0.021577837,('strumpet', 'cattle')
0.021537002,('hoe', 'courtier')
0.021450747,('guff', 'moths')
0.02124035,('prositution', 'glowworm')
0.019436244,('vixen', 'oxen')
0.019298075,('rot', 'courtesans')
0.019262144,('whored', 'oxen')
0.019113956,('moth', 'mongering')
0.01897188,('punter', 'concubines')
0.018035792,('punter', 'slag')
0.01802288,('prositution', 'courtier')
0.017971724,('prositution', 'oxen')
0.017939884,('slag', 'courtesan')
0.017450675,('cattle', 'moll')
0.017195472,('hooking', 'bunkum')
0.016825886,('prositution', 'cocotte')
0.016818432,('moth', 'concubinage')
0.016186267,('rats', 'punter')
0.014595087,('tart', 'cattle')
0.014495927,('mongering', 'moths')
0.013795159,('hoe', 'socialites')
0.013381002,('hoe', 'moths')
0.012833697,('oxen', 'slut')
0.01246632,('guff', 'courtesan')
0.008997418,('punter', 'slutting')
0.008185111,('hooker', 'moths')
0.0072889957,('meretricious', 'cattle')
0.0071917027,('prositution', 'moths')
0.0069349348,('hoe', 'courtesans')
0.006043853,('oxen', 'manwhore')
0.0053608585,('hogwash', 'courtesan')
0.0045061633,('moth', 'guff')
0.0043138824,('hooking', 'buncombe')
0.0039074477,('prostitution', 'cocotte')
0.0018277334,('rentboy', 'cattle')
0.0014086626,('whoredom', 'punter')
9.814685e-05,('whored', 'moths')
-0.0006325171,('mongering', 'punter')
-0.0011855421,('hoe', 'hogwash')
-0.002725013,('courtier', 'cattle')
-0.0040879454,('cows', 'moll')
-0.0046578376,('moth', 'whored')
-0.0067347414,('moll', 'oxen')
-0.011157789,('hooking', 'oxen')
-0.015066026,('jade', 'bunk')
-0.015821034,('hustler', 'moths')
-0.016335038,('meretricious', 'punter')
-0.017039586,('hooking', 'jade')
-0.0207778,('hooking', 'cows')
-0.023321489,('moth', 'prositution')
-0.024348918,('socialite', 'oxen')
-0.03343547,('hooking', 'cattle')
-0.033716228,('cattle', 'slutty')
-0.04838575,('hooking', 'cow')
-0.052757237,('hoe', 'courtiers')
