0.8145625,('villain', 'villian')
-0.07835877,('segregated', 'beggar')
-0.078533426,('villainous', 'poorness')
-0.07872795,('miscreants', 'poorly')
-0.07875751,('untimely', 'poorest')
-0.078846715,('impoverished', 'badguy')
-0.0792904,('skinflint', 'impoverishing')
-0.08026449,('implore', 'heavies')
-0.080719836,('pray', 'detached')
-0.080720015,('beggar', 'separated')
-0.080905065,('supplicate', 'isolated')
-0.08094465,('parsimony', 'poverty-stricken')
-0.08135272,('niggard', 'poorest')
-0.08214287,('villians', 'have-not')
-0.0823741,('poorly', 'mean')
-0.08256499,('insular', 'implore')
-0.082591556,('narrow', 'impoverishing')
-0.08266032,('parsimony', 'poorer')
-0.082742676,('villan', 'poorest')
-0.082973994,('piteous', 'mean')
-0.083034694,('impoverish', 'meanness')
-0.083370306,('badguy', 'stinginess')
-0.08347352,('villians', 'implore')
-0.083696865,('villians', 'ill-timed')
-0.084169164,('villian', 'stinginess')
-0.08426064,('paupers', 'mean')
-0.08437372,('indigent', 'parsimonious')
-0.08451204,('pauper', 'impoverishing')
-0.08569835,('impoverish', 'villainess')
-0.08597946,('dropout', 'narrow')
-0.086028375,('villain', 'pray')
-0.0863054,('implore', 'detached')
-0.086463794,('misfortunate', 'pariahs')
-0.08651837,('cheapskate', 'pray')
-0.08654705,('poorly', 'paupers')
-0.0867387,('miser', 'narrow')
-0.08703902,('parochial', 'scoundrel')
-0.087120764,('low-income', 'piteous')
-0.08735667,('castaway', 'unhappy')
-0.08756192,('segregated', 'beg')
-0.087585695,('scrooge', 'heavies')
-0.08762354,('outcast', 'skinflint')
-0.087757215,('isolated', 'pray')
-0.088109076,('skinflint', 'impoverish')
-0.08819607,('pathetic', 'ishmael')
-0.088420495,('scoundrel', 'low-income')
-0.08889435,('implore', 'miscreants')
-0.08894445,('ill-timed', 'villan')
-0.0892049,('beg', 'detached')
-0.09010831,('skinflint', 'detached')
-0.09016669,('insular', 'beg')
-0.09069564,('hapless', 'separated')
-0.091064766,('destitute', 'villan')
-0.091352455,('implore', 'dropout')
-0.09139505,('implore', 'villainess')
-0.09143325,('wretch', 'poorest')
-0.09190198,('implore', 'poorness')
-0.09202249,('low-income', 'pray')
-0.09218055,('implore', 'stingy')
-0.09246781,('miscreants', 'parsimonious')
-0.092469744,('implore', 'villan')
-0.093612105,('insular', 'parsimony')
-0.093792975,('badguy', 'meager')
-0.094284736,('impoverish', 'villian')
-0.09449258,('poverty', 'implore')
-0.09456788,('skinflint', 'separated')
-0.0946316,('mendicant', 'poorer')
-0.09469839,('segregated', 'parsimony')
-0.09487886,('impoverish', 'villain')
-0.09518017,('parsimonious', 'unintegrated')
-0.0954201,('dropout', 'stinginess')
-0.09572957,('segregated', 'supplicate')
-0.095792,('unintegrated', 'heavies')
-0.09583653,('ill-timed', 'pray')
-0.09603553,('parsimony', 'hapless')
-0.096051775,('meagre', 'churl')
-0.09659926,('pauper', 'unintegrated')
-0.09666821,('castaway', 'poorer')
-0.09669746,('indigent', 'villainess')
-0.09714017,('mendicant', 'penniless')
-0.09717081,('misfortunate', 'stinginess')
-0.097722664,('segregated', 'meanness')
-0.09786975,('niggard', 'pariahs')
-0.09829417,('villians', 'parsimony')
-0.09856093,('pauper', 'implore')
-0.09890012,('unintegrated', 'narrow')
-0.09930822,('wrong', 'pray')
-0.09942392,('poverty', 'villian')
-0.09943959,('parsimony', 'pariah')
-0.09946497,('scrooge', 'ill-timed')
-0.10011079,('meagre', 'outcast')
-0.10030558,('dropout', 'pray')
-0.10056629,('implore', 'outcast')
-0.10094986,('misers', 'low-income')
-0.10239707,('destitute', 'skinflint')
-0.102435246,('impoverished', 'parsimonious')
-0.102833815,('wretch', 'impoverishing')
-0.10304726,('beggar', 'heavies')
-0.10305526,('poverty', 'villan')
-0.1032557,('heavies', 'impoverishing')
-0.1035614,('niggard', 'isolated')
-0.10357005,('tightwad', 'beg')
-0.10385665,('parsimonious', 'poorer')
-0.10504511,('badguy', 'low-income')
-0.105077185,('indigent', 'miscreants')
-0.105583005,('villians', 'poorest')
-0.10570661,('misers', 'poorer')
-0.10599687,('wrong', 'misers')
-0.10628545,('niggard', 'pray')
-0.10651061,('implore', 'stinginess')
-0.10662147,('poverty-stricken', 'villain')
-0.1070652,('unseasonable', 'wretched')
-0.107218124,('parsimony', 'beg')
-0.10737326,('insular', 'pray')
-0.10738133,('segregated', 'untimely')
-0.108750865,('skinflint', 'low-income')
-0.10988992,('parsimony', 'pariahs')
-0.10994788,('isolated', 'cheapskate')
-0.110042445,('impoverish', 'heavies')
-0.110457815,('segregated', 'castaway')
-0.11048147,('indigent', 'badguy')
-0.11048563,('poorly', 'separated')
-0.11115145,('villians', 'impoverishment')
-0.111183934,('poverty', 'villainous')
-0.11142628,('unseasonable', 'skinflint')
-0.11151929,('dropout', 'meanness')
-0.11152624,('skinflint', 'unhappy')
-0.11169111,('poor', 'heavies')
-0.1117643,('impoverished', 'parsimony')
-0.11184586,('castaway', 'stinginess')
-0.11210683,('insular', 'heavies')
-0.11214651,('poorly', 'unintegrated')
-0.11419648,('unseasonable', 'parsimony')
-0.1142583,('insular', 'niggard')
-0.11444513,('parsimonious', 'pariah')
-0.11472385,('wretch', 'heavies')
-0.115364105,('isolated', 'beg')
-0.11544015,('churl', 'stinginess')
-0.115730405,('destitute', 'heavies')
-0.11585228,('implore', 'isolated')
-0.11626322,('churl', 'low-income')
-0.1166472,('parsimony', 'penniless')
-0.11681396,('penniless', 'narrow')
-0.116920345,('misfortunate', 'miscreants')
-0.117091596,('have-not', 'stinginess')
-0.117182665,('segregated', 'skinflint')
-0.118296504,('badguy', 'narrow')
-0.118558824,('pauper', 'ill-timed')
-0.118824266,('badguy', 'poverty-stricken')
-0.119315565,('villan', 'wrong')
-0.11950672,('meagre', 'niggard')
-0.11986581,('poverty-stricken', 'villainess')
-0.12006173,('villian', 'poorer')
-0.12014979,('parsimonious', 'isolated')
-0.12019593,('indigent', 'heavies')
-0.1213536,('villians', 'impoverish')
-0.121601984,('scrooge', 'pray')
-0.121661395,('scrooge', 'implore')
-0.12228431,('pathetic', 'castaway')
-0.12235724,('skinflint', 'poorest')
-0.123491555,('destitute', 'implore')
-0.12363145,('poverty', 'villainess')
-0.12424782,('churl', 'meager')
-0.1246183,('unseasonable', 'beg')
-0.12500656,('parochial', 'pray')
-0.12512301,('low-income', 'miser')
-0.12512983,('insular', 'villan')
-0.12536931,('skinflint', 'isolated')
-0.12575774,('churl', 'separated')
-0.12641288,('insular', 'parsimonious')
-0.12812835,('poorest', 'villainess')
-0.1287574,('mean', 'have-not')
-0.12951016,('destitute', 'parsimony')
-0.13006602,('villians', 'indigent')
-0.13008676,('supplicate', 'low-income')
-0.13075909,('low-income', 'villainess')
-0.13133429,('implore', 'penniless')
-0.13166381,('impoverished', 'villainess')
-0.13169038,('niggard', 'impoverish')
-0.13181439,('segregated', 'implore')
-0.1318978,('segregated', 'pray')
-0.13251115,('niggard', 'meager')
-0.132923,('villan', 'unintegrated')
-0.13321428,('pauper', 'mean')
-0.13342042,('parsimony', 'poor')
-0.13364635,('segregated', 'villan')
-0.13395049,('pitiable', 'low-income')
-0.13505478,('niggard', 'detached')
-0.13516578,('villians', 'isolated')
-0.13566369,('segregated', 'villians')
-0.13751884,('implore', 'pariah')
-0.13763735,('segregated', 'niggard')
-0.13777293,('insular', 'villainess')
-0.13830641,('dropout', 'pitiable')
-0.13841219,('cheapskate', 'separated')
-0.1398663,('parsimony', 'stingy')
-0.1399194,('villians', 'separated')
-0.14046372,('niggard', 'poorer')
-0.1411957,('impoverished', 'heavies')
-0.14135118,('poverty-stricken', 'villian')
-0.1418419,('parochial', 'beg')
-0.14284816,('segregated', 'scoundrel')
-0.14330809,('wretch', 'low-income')
-0.14339396,('parsimony', 'pitiful')
-0.14339465,('miserable', 'niggard')
-0.14372389,('cheapskate', 'unintegrated')
-0.14418852,('misers', 'stinginess')
-0.14427449,('segregated', 'misers')
-0.1444113,('segregated', 'parsimonious')
-0.14454132,('miscreants', 'skinflint')
-0.14470138,('impoverished', 'skinflint')
-0.14479177,('castaway', 'meager')
-0.14497307,('narrow-minded', 'heavies')
-0.14560097,('destitute', 'niggard')
-0.145613,('isolated', 'villainess')
-0.1465156,('villainess', 'narrow')
-0.14727865,('poverty', 'badguy')
-0.14732157,('parsimonious', 'separated')
-0.14739744,('poorness', 'poorly')
-0.14861073,('outcast', 'parsimony')
-0.15073971,('poverty', 'skinflint')
-0.15079619,('misfortunate', 'heavies')
-0.15178357,('poverty-stricken', 'heavies')
-0.15266497,('ishmael', 'pariah')
-0.15320064,('segregated', 'cheapskate')
-0.1533619,('villians', 'poverty')
-0.15511245,('segregated', 'miser')
-0.15529871,('impoverished', 'villan')
-0.15531269,('poorest', 'meanness')
-0.15597934,('castaway', 'mean')
-0.15739255,('wretch', 'separated')
-0.15839928,('isolated', 'miser')
-0.15953483,('villians', 'narrow')
-0.16014864,('skinflint', 'pariahs')
-0.16199271,('villan', 'impoverish')
-0.16206895,('parsimonious', 'unhappy')
-0.163578,('villian', 'beg')
-0.16361551,('villan', 'poverty-stricken')
-0.16558668,('parsimonious', 'pariahs')
-0.16799475,('implore', 'pariahs')
-0.16871399,('wrong', 'beg')
-0.16902848,('villain', 'beg')
-0.17109036,('villians', 'poorer')
-0.17290916,('poorer', 'meanness')
-0.18070218,('sad', 'parsimony')
-0.1816489,('villan', 'separated')
-0.18167402,('poorer', 'villainess')
-0.1822832,('wretched', 'dropout')
-0.18240817,('villan', 'isolated')
-0.18897367,('villians', 'unintegrated')
-0.19014393,('impoverished', 'meanness')
-0.19458818,('scrooge', 'unintegrated')
-0.1965076,('implore', 'villian')
-0.19688646,('niggard', 'unhappy')
-0.19700126,('low-income', 'villian')
-0.19783014,('villan', 'stinginess')
-0.19942807,('villians', 'poverty-stricken')
-0.20043248,('villian', 'unintegrated')
-0.20073812,('villan', 'poorer')
-0.20095354,('implore', 'villain')
-0.20173346,('poorly', 'miser')
-0.20517859,('separated', 'villainess')
-0.20534833,('pathetic', 'parsimony')
-0.20618647,('parsimony', 'unhappy')
-0.20728996,('skinflint', 'poorer')
-0.20739277,('insular', 'miser')
-0.20775542,('miser', 'stinginess')
-0.20952763,('outcast', 'parsimonious')
-0.21679273,('wretch', 'segregated')
-0.21876967,('low-income', 'villain')
-0.22010137,('villain', 'unintegrated')
-0.22298245,('poorly', 'skinflint')
-0.23555428,('niggard', 'separated')
-0.23654804,('poorly', 'beg')
-0.23759194,('miserable', 'parsimony')
-0.2461088,('segregated', 'villainess')
-0.26571506,('niggard', 'stinginess')
-0.27151406,('villians', 'low-income')
-0.2767085,('poorly', 'pray')
-0.33598816,('villan', 'low-income')
